uid;city;state;country;iso3;country_code;region;sub_region;accuracy;status;plant_type;production_type;capacity;capacity_source;year;owner_permid;owner_name;owner_source;parent_permid;parent_name;ownership_stake;parent_lei;parent_holding_status;parent_ticker;parent_exchange;parent_permid_2;parent_name_2;ownership_stake_2;parent_lei_2;parent_holding_status_2;parent_ticker_2;parent_exchange_2;name;permit_id;site_name;facility_name;installation_name;installationpart_name;site_inspire_id;facility_inspire_id;installation_inspire_id;installation_part_inspire_id;eigl_text_lon;eigl_text_lat;x;y
GACTUKR0010;Kramators'k;Donets'ka oblast;Ukraine;UKR;804;Europe;Eastern Europe;Exact;Operating;Integrated;;0.725;https://www.eurocement.ru/cntnt/eng10/plants2/ukraine1/pushka_kra/pushka_kra1.html;1912;5000048982;Eurocement Group - Ukraina PRAT;https://www.eurocement.ru/cntnt/eng10/plants2/ukraine1/pushka_kra/pushka_kra1.html;4297884584;Eurocement Holding AG;0;5493003PHUTYHMFTVK87;Private;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;37.54409999999999;48.73059999999999;4179390.094300002;6229272.864699997
GACTUKR0011;Bakhchysarai;;Ukraine;UKR;804;Europe;Eastern Europe;Exact;Operating;Integrated;;0;;0;;;;;;0;;;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;33.8622;44.77369999999998;3769522.8610999994;5585965.262100004
GACTUKR0012;Yamnytsya;Ivano-Frankivs'ka oblast;Ukraine;UKR;804;Europe;Eastern Europe;Exact;Operating;Integrated;;0;;0;;;;;;0;;;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;24.710899999999995;48.97669999999999;2750804.8049999997;6270908.795900002
GACTURY0001;Minas;Departamento de Lavalleja;Uruguay;URY;858;Americas;Latin America and the Caribbean;Exact;Operating;Integrated;Dry;0.4068;https://www.ancap.com.uy/2203/1/planta-portland.html;0;4296018455;Administración Nacional de Combustibles Alcohol y Portland (ANCAP);https://www.ancap.com.uy/2203/1/planta-portland.html;4296018455;Administración Nacional de Combustibles Alcohol y Portland (ANCAP);0;549300TF43L8CZVDY418;Private;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;-55.284699999999994;-34.4005;-6154264.6526999995;-4082707.0073999986
GACTURY0002;Paysandú;Departamento de Paysandú;Uruguay;URY;858;Americas;Latin America and the Caribbean;Exact;Operating;Integrated;Dry;1.29;Estimated;0;4296018455;Administración Nacional de Combustibles Alcohol y Portland (ANCAP);https://www.ancap.com.uy/2203/1/planta-portland.html;4296018455;Administración Nacional de Combustibles Alcohol y Portland (ANCAP);0;549300TF43L8CZVDY418;Private;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;-58.076999999999984;-32.2637;-6465102.0668;-3797975.342700001
GACTURY0003;Montevideo;Departamento de Montevideo;Uruguay;URY;858;Americas;Latin America and the Caribbean;Exact;Operating;Grinding;;0;;0;;;;;;0;;;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;-56.2182;-34.8419;-6258181.397299999;-4142416.6876999997
GACTUSA0001;San Antonio;Texas;United States of America;USA;840;Americas;Northern America;Exact;Operating;Integrated;Dry;0;;1981;5000359361;Alamo Cement Co;https://www.buzziunicem.com/en/united-states-of-america;4295875751;Buzzi Unicem SpA;0;5299003DX5YLKSVJ6K59;Public;BZU;MIL;;;0;;;;;0;0;0;0;0;0;0;0;0;0;-98.375;29.611899999999995;-10951054.9068;3453760.121100001
GACTUSA0002;Cape Girardeau;Missouri;United States of America;USA;840;Americas;Northern America;Exact;Operating;Integrated;Dry;0;;1909;4297323777;Buzzi Unicem USA Inc;https://www.buzziunicemusa.com/plants;4295875751;Buzzi Unicem SpA;0;5299003DX5YLKSVJ6K59;Public;BZU;MIL;;;0;;;;;0;0;0;0;0;0;0;0;0;0;-89.5379;37.267699999999984;-9967313.4347;4476486.6932
GACTUSA0003;Chattanooga;Tennessee;United States of America;USA;840;Americas;Northern America;Exact;Operating;Integrated;Dry;0.69;Estimated;1923;4297323777;Buzzi Unicem USA Inc;https://www.buzziunicemusa.com/plants;4295875751;Buzzi Unicem SpA;0;5299003DX5YLKSVJ6K59;Public;BZU;MIL;;;0;;;;;0;0;0;0;0;0;0;0;0;0;-85.3437;35.1013;-9500417.2264;4177655.944799997
GACTUSA0004;Festus;Missouri;United States of America;USA;840;Americas;Northern America;Exact;Operating;Integrated;Dry;1.59;Estimated;1965;4297323777;Buzzi Unicem USA Inc;https://www.buzziunicemusa.com/plants;4295875751;Buzzi Unicem SpA;0;5299003DX5YLKSVJ6K59;Public;BZU;MIL;;;0;;;;;0;0;0;0;0;0;0;0;0;0;-90.3374;38.1817;-10056313.3676;4605125.823200002
GACTUSA0005;Greencastle;Indiana;United States of America;USA;840;Americas;Northern America;Exact;Operating;Integrated;Dry;0;;0;4297323777;Buzzi Unicem USA Inc;https://www.buzziunicemusa.com/plants;4295875751;Buzzi Unicem SpA;0;5299003DX5YLKSVJ6K59;Public;BZU;MIL;;;0;;;;;0;0;0;0;0;0;0;0;0;0;-86.8677;39.61699999999999;-9670068.1304;4810440.860699996
GACTUSA0006;Maryneal;Texas;United States of America;USA;840;Americas;Northern America;Exact;Operating;Integrated;Dry;0;;1951;4297323777;Buzzi Unicem USA Inc;https://www.buzziunicemusa.com/plants;4295875751;Buzzi Unicem SpA;0;5299003DX5YLKSVJ6K59;Public;BZU;MIL;;;0;;;;;0;0;0;0;0;0;0;0;0;0;-100.4576;32.246999999999986;-11182888.8783;3795777.0644999966
GACTUSA0007;Pryor;Oklahoma;United States of America;USA;840;Americas;Northern America;Exact;Operating;Integrated;Dry;0;;1962;4297323777;Buzzi Unicem USA Inc;https://www.buzziunicemusa.com/plants;4295875751;Buzzi Unicem SpA;0;5299003DX5YLKSVJ6K59;Public;BZU;MIL;;;0;;;;;0;0;0;0;0;0;0;0;0;0;-95.2234;36.272299999999994;-10600220.3996;4338154.410099998
GACTUSA0008;Stockertown;Pennsylvania;United States of America;USA;840;Americas;Northern America;Exact;Operating;Integrated;Dry;1.05;Estimated;1917;4297323777;Buzzi Unicem USA Inc;https://www.buzziunicemusa.com/plants;4295875751;Buzzi Unicem SpA;0;5299003DX5YLKSVJ6K59;Public;BZU;MIL;;;0;;;;;0;0;0;0;0;0;0;0;0;0;-75.27159999999999;40.750699999999995;-8379196.1832;4975639.2223000005
GACTUSA0009;Sumterville;Florida;United States of America;USA;840;Americas;Northern America;Exact;Operating;Integrated;Dry;1.2;http://sacement.com/locations/;2006;5065356491;Suwannee American Cement Company LLC;http://sacement.com/locations/;4295874867;CRH PLC;0;549300MIDJNNTH068E74;Public;CRH;LSE;;;0;;;;;0;0;0;0;0;0;0;0;0;0;-82.02559999999998;28.760799999999993;-9131048.024;3345236.3192000017
GACTUSA0010;Chanute;Kansas;United States of America;USA;840;Americas;Northern America;Exact;Operating;Integrated;Dry;0.84;Estimated;1908;4296466462;Ash Grove Cement Co;https://www.ashgrove.com/map;4295874867;CRH PLC;0;549300MIDJNNTH068E74;Public;CRH;LSE;;;0;;;;;0;0;0;0;0;0;0;0;0;0;-95.4605;37.6986;-10626614.2509;4536935.161899999
GACTUSA0011;Montana City;Montana;United States of America;USA;840;Americas;Northern America;Exact;Operating;Integrated;;0;;1964;4296466462;Ash Grove Cement Co;https://www.ashgrove.com/map;4295874867;CRH PLC;0;549300MIDJNNTH068E74;Public;CRH;LSE;;;0;;;;;0;0;0;0;0;0;0;0;0;0;-111.92209999999999;46.54349999999999;-12459111.1805;5867877.389700003
GACTUSA0012;Huntington;Oregon;United States of America;USA;840;Americas;Northern America;Exact;Operating;Integrated;Dry;0;;1979;4296466462;Ash Grove Cement Co;https://www.ashgrove.com/map;4295874867;CRH PLC;0;549300MIDJNNTH068E74;Public;CRH;LSE;;;0;;;;;0;0;0;0;0;0;0;0;0;0;-117.4217;44.54270000000002;-13071323.8521;5549813.984300002
GACTUSA0013;Foreman;Arkansas;United States of America;USA;840;Americas;Northern America;Exact;Operating;Integrated;Dry;0.86;Estimated;1958;4296466462;Ash Grove Cement Co;https://www.ashgrove.com/map;4295874867;CRH PLC;0;549300MIDJNNTH068E74;Public;CRH;LSE;;;0;;;;;0;0;0;0;0;0;0;0;0;0;-94.42069999999998;33.69479999999999;-10510864.2443;3987894.3748999983
GACTUSA0014;Louisville;Nebraska;United States of America;USA;840;Americas;Northern America;Exact;Operating;Integrated;Dry;1.03;Estimated;1929;4296466462;Ash Grove Cement Co;https://www.ashgrove.com/map;4295874867;CRH PLC;0;549300MIDJNNTH068E74;Public;CRH;LSE;;;0;;;;;0;0;0;0;0;0;0;0;0;0;-96.15419999999999;41.0062;-10703836.5816;5013256.2053999975
GACTUSA0015;Leamington;Utah;United States of America;USA;840;Americas;Northern America;Exact;Operating;Integrated;Dry;0;;1980;4296466462;Ash Grove Cement Co;https://www.ashgrove.com/map;4295874867;CRH PLC;0;549300MIDJNNTH068E74;Public;CRH;LSE;;;0;;;;;0;0;0;0;0;0;0;0;0;0;-112.1975;39.563799999999986;-12489768.568300001;4802755.883400001
GACTUSA0016;Seattle;Washington;United States of America;USA;840;Americas;Northern America;Exact;Operating;Integrated;Dry;0;;1920;4296466462;Ash Grove Cement Co;https://www.ashgrove.com/map;4295874867;CRH PLC;0;549300MIDJNNTH068E74;Public;CRH;LSE;;;0;;;;;0;0;0;0;0;0;0;0;0;0;-122.3427;47.56810000000001;-13619127.066300001;6035300.494000003
GACTUSA0017;Midlothian;Texas;United States of America;USA;840;Americas;Northern America;Exact;Operating;Integrated;Dry;0;;1966;4296466462;Ash Grove Cement Co;https://www.ashgrove.com/map;4295874867;CRH PLC;0;549300MIDJNNTH068E74;Public;CRH;LSE;;;0;;;;;0;0;0;0;0;0;0;0;0;0;-97.00679999999998;32.520999999999994;-10798747.5795;3831895.9570999965
GACTUSA0018;Branford;Florida;United States of America;USA;840;Americas;Northern America;Exact;Operating;Integrated;Dry;0;;2003;5065356491;Suwannee American Cement Company LLC;http://sacement.com/locations/;4295874867;CRH PLC;0;549300MIDJNNTH068E74;Public;CRH;LSE;;;0;;;;;0;0;0;0;0;0;0;0;0;0;-82.85039999999998;29.962099999999996;-9222864.34;3498679.081600003
GACTUSA0019;San Antonio;Texas;United States of America;USA;840;Americas;Northern America;Exact;Operating;;;0;;1964;4297242379;Capitol Aggregates Inc;http://www.capitolaggregates.com/s/Locations;4297242379;Capitol Aggregates Inc;0;549300W2BSPN5YV5JS04;Private;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;-98.42099999999999;29.5469;-10956175.6034;3445440.0146000013
GACTUSA0020;Woodway;Texas;United States of America;USA;840;Americas;Northern America;Exact;Operating;Integrated;;0;;1969;4296592499;Lehigh White Cement Co;https://www.lehighwhitecement.com/waco-plant/;5071500150;Cementir Holding NV;0;8156008B101B97A43B02;Public;CEM;MIL;;;0;;;;;0;0;0;0;0;0;0;0;0;0;-97.2409;31.482099999999978;-10824807.4723;3695518.555399999
GACTUSA0021;York;Pennsylvania;United States of America;USA;840;Americas;Northern America;Exact;Operating;Integrated;;0;;1897;4296592499;Lehigh White Cement Co;https://www.lehighwhitecement.com/york-plant/;5071500150;Cementir Holding NV;0;8156008B101B97A43B02;Public;CEM;MIL;;;0;;;;;0;0;0;0;0;0;0;0;0;0;-76.7688;39.9479;-8545863.7248;4858374.135399997
GACTUSA0022;Brooksville;Florida;United States of America;USA;840;Americas;Northern America;Exact;Operating;Integrated;Dry;0;;1986;4295904942;Cemex Inc;https://www.cemexusa.com/find-your-location;5000057902;CEMEX SAB de CV;0;549300RIG2CXWN6IV731;Public;CEMEXCPO;MEX;;;0;;;;;0;0;0;0;0;0;0;0;0;0;-82.43089999999998;28.58229999999999;-9176165.8136;3322588.846199997
GACTUSA0023;Perry;Georgia;United States of America;USA;840;Americas;Northern America;Exact;Operating;Integrated;Dry;0.8;https://www.agg-net.com/news/cemex-to-acquire-ready-mix-usa-assets;1920;4295904942;Cemex Inc;https://www.cemexusa.com/find-your-location;5000057902;CEMEX SAB de CV;0;549300RIG2CXWN6IV731;Public;CEMEXCPO;MEX;;;0;;;;;0;0;0;0;0;0;0;0;0;0;-83.6331;32.41559999999999;-9309994.1055;3817989.0754000023
GACTUSA0024;Demopolis;Alabama;United States of America;USA;840;Americas;Northern America;Exact;Operating;Integrated;Dry;0.9;https://www.agg-net.com/news/cemex-to-acquire-ready-mix-usa-assets;1901;4295904942;Cemex Inc;https://www.cemexusa.com/find-your-location;5000057902;CEMEX SAB de CV;0;549300RIG2CXWN6IV731;Public;CEMEXCPO;MEX;;;0;;;;;0;0;0;0;0;0;0;0;0;0;-87.815;32.51390000000001;-9775521.084;3830958.6440000013
GACTUSA0025;Knoxville;Tennessee;United States of America;USA;840;Americas;Northern America;Exact;Operating;Integrated;Dry;0;;0;4295904942;Cemex Inc;https://www.cemexusa.com/find-your-location;5000057902;CEMEX SAB de CV;0;549300RIG2CXWN6IV731;Public;CEMEXCPO;MEX;;;0;;;;;0;0;0;0;0;0;0;0;0;0;-83.8342;36.02259999999999;-9332380.4551;4303731.542999998
GACTUSA0026;Longmont;Colorado;United States of America;USA;840;Americas;Northern America;Exact;Operating;Integrated;Dry;0;;1969;4295904942;Cemex Inc;https://www.cemexusa.com/find-your-location;5000057902;CEMEX SAB de CV;0;549300RIG2CXWN6IV731;Public;CEMEXCPO;MEX;;;0;;;;;0;0;0;0;0;0;0;0;0;0;-105.23639999999999;40.20259999999998;-11714862.460900001;4895427.384999998
GACTUSA0027;Miami;Florida;United States of America;USA;840;Americas;Northern America;Exact;Operating;Integrated;Dry;0;;1958;4295904942;Cemex Inc;https://www.cemexusa.com/find-your-location;5000057902;CEMEX SAB de CV;0;549300RIG2CXWN6IV731;Public;CEMEXCPO;MEX;;;0;;;;;0;0;0;0;0;0;0;0;0;0;-80.42019999999998;25.78589999999999;-8952335.7135;2972587.815200001
GACTUSA0028;Canyon Lake;Texas;United States of America;USA;840;Americas;Northern America;Exact;Operating;Integrated;Dry;2.42;https://www.loesche.com/sites/default/files/list-content/2017-08/IEEE-2012-conference-plant-tours-at-Cemex-Balcone-Plant.pdf;1980;4295904942;Cemex Inc;https://www.cemexusa.com/find-your-location;5000057902;CEMEX SAB de CV;0;549300RIG2CXWN6IV731;Public;CEMEXCPO;MEX;;;0;;;;;0;0;0;0;0;0;0;0;0;0;-98.18429999999998;29.673799999999986;-10929826.2799;3461688.4108000025
GACTUSA0029;Louisville;Kentucky;United States of America;USA;840;Americas;Northern America;Exact;Operating;Integrated;Dry;0.86;Estimated;1905;4295904942;Cemex Inc;https://www.cemexusa.com/find-your-location;5000057902;CEMEX SAB de CV;0;549300RIG2CXWN6IV731;Public;CEMEXCPO;MEX;;;0;;;;;0;0;0;0;0;0;0;0;0;0;-85.9064;38.035699999999984;-9563056.7039;4584470.253799997
GACTUSA0030;Victorville;California;United States of America;USA;840;Americas;Northern America;Exact;Operating;;;0;;1915;4295904942;Cemex Inc;https://www.cemexusa.com/find-your-location;5000057902;CEMEX SAB de CV;0;549300RIG2CXWN6IV731;Public;CEMEXCPO;MEX;;;0;;;;;0;0;0;0;0;0;0;0;0;0;-117.30309999999997;34.5537;-13058121.3605;4103394.9482999966
GACTUSA0031;Brooksville;Florida;United States of America;USA;840;Americas;Northern America;Exact;Operating;;;0;;0;4295904942;Cemex Inc;https://www.cemexusa.com/find-your-location;5000057902;CEMEX SAB de CV;0;549300RIG2CXWN6IV731;Public;CEMEXCPO;MEX;;;0;;;;;0;0;0;0;0;0;0;0;0;0;-82.47259999999999;28.643199999999997;-9180807.8364;3330311.2968999967
GACTUSA0032;Paulden;Arizona;United States of America;USA;840;Americas;Northern America;Exact;Operating;Integrated;Dry;0;;0;4296163980;Drake Cement LLC;http://www.drakecement.com/;4296163980;Drake Cement LLC;0;;Private;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;-112.3744;34.9803;-12509460.986200001;4161204.3149000034
GACTUSA0033;Xenia;Ohio;United States of America;USA;840;Americas;Northern America;Exact;Operating;Integrated;Dry;0;;1924;5067946667;Fairborn Cement Company LLC;http://www.eaglematerials.com/locations/;4296478124;Eagle Cement Corp;0;;Public;EAGLE;PHS;;;0;;;;;0;0;0;0;0;0;0;0;0;0;-83.96579999999999;39.778300000000016;-9347030.1;4833777.547600001
GACTUSA0034;Sugar Creek;Missouri;United States of America;USA;840;Americas;Northern America;Exact;Operating;Integrated;Dry;0;;1905;;Central Plains Cement Company;http://www.eaglematerials.com/locations/;4296478124;Eagle Cement Corp;0;;Public;EAGLE;PHS;;;0;;;;;0;0;0;0;0;0;0;0;0;0;-94.39799999999998;39.14540000000001;-10508337.2919;4742520.326800004
GACTUSA0035;Tulsa;Oklahoma;United States of America;USA;840;Americas;Northern America;Exact;Operating;Integrated;Dry;0;;1961;;Central Plains Cement Company;http://www.eaglematerials.com/locations/;4296478124;Eagle Cement Corp;0;;Public;EAGLE;PHS;;;0;;;;;0;0;0;0;0;0;0;0;0;0;-95.8119;36.19500000000001;-10665731.9199;4327486.351599999
GACTUSA0036;LaSalle;Illinois;United States of America;USA;840;Americas;Northern America;Exact;Operating;Integrated;Dry;0.92;Estimated;1973;5000400176;Illinois Cement Company LLC;http://www.eaglematerials.com/locations/;4296478124;Eagle Cement Corp;0;;Public;EAGLE;PHS;;;0;;;;;0;0;0;0;0;0;0;0;0;0;-89.0818;41.329399999999985;-9916540.6149;5061050.172499999
GACTUSA0037;Laramie;Wyoming;United States of America;USA;840;Americas;Northern America;Exact;Operating;Integrated;Dry;1.74;Estimated;1927;5000485514;Mountain Cement Co;http://www.mountaincement.com/locations.cfm;4296478124;Eagle Cement Corp;0;;Public;EAGLE;PHS;;;0;;;;;0;0;0;0;0;0;0;0;0;0;-105.6037;41.26840000000001;-11755750.1099;5052011.5735
GACTUSA0038;Fernley;Nevada;United States of America;USA;840;Americas;Northern America;Exact;Operating;Integrated;Dry;0.56;http://www.nevadacement.com/about/;1964;5000484613;Nevada Cement Co;http://www.nevadacement.com/about/;4296478124;Eagle Cement Corp;0;;Public;EAGLE;PHS;;;0;;;;;0;0;0;0;0;0;0;0;0;0;-119.26300000000002;39.62009999999998;-13276296.4305;4810888.851499997
GACTUSA0039;Thomaston;Maine;United States of America;USA;840;Americas;Northern America;Exact;Operating;Integrated;Dry;0.7;https://www.dragonproducts.com/home;1928;4296634685;Dragon Products Co;https://www.dragonproducts.com/home;4296293852;Elementia SAB de CV;0;549300BH08XQJ1ITLQ77;Public;ELEMENT*;MEX;;;0;;;;;0;0;0;0;0;0;0;0;0;0;-69.15710000000001;44.0843;-7698533.1567;5478497.083800003
GACTUSA0040;Harleyville;South Carolina;United States of America;USA;840;Americas;Northern America;Exact;Operating;Integrated;Dry;0;;1949;4296827965;Giant Cement Co;https://www.giantcement.com/about-us;4296293852;Elementia SAB de CV;0;549300BH08XQJ1ITLQ77;Public;ELEMENT*;MEX;;;0;;;;;0;0;0;0;0;0;0;0;0;0;-80.4421;33.242099999999986;-8954773.6103;3927482.9553000033
GACTUSA0041;Bath;Pennsylvania;United States of America;USA;840;Americas;Northern America;Exact;Operating;Integrated;Dry;0;;1928;4296827957;Keystone Cement Co;https://www.keystone-cement.com/about-us;4296293852;Elementia SAB de CV;0;549300BH08XQJ1ITLQ77;Public;ELEMENT*;MEX;;;0;;;;;0;0;0;0;0;0;0;0;0;0;-75.39889999999998;40.715999999999994;-8393367.1544;4970541.547799997
GACTUSA0042;Calera;Alabama;United States of America;USA;840;Americas;Northern America;Exact;Operating;Integrated;Dry;1.95;Estimated;1960;5035717934;Argos USA Corp;https://www.argos-us.com/Our-Locations;4295865715;Grupo Argos SA;0;254900HANAO95XIAE681;Public;GRUPOARGOS;COL;;;0;;;;;0;0;0;0;0;0;0;0;0;0;-86.79899999999999;33.10360000000001;-9662420.4814;3909063.218000002
GACTUSA0043;Newberry;Florida;United States of America;USA;840;Americas;Northern America;Exact;Operating;Integrated;Dry;0.96;Estimated;0;5035717934;Argos USA Corp;https://www.argos-us.com/Our-Locations;4295865715;Grupo Argos SA;0;254900HANAO95XIAE681;Public;GRUPOARGOS;COL;;;0;;;;;0;0;0;0;0;0;0;0;0;0;-82.5817;29.690900000000006;-9192952.7928;3463879.476800002
GACTUSA0044;Harleyville;South Carolina;United States of America;USA;840;Americas;Northern America;Exact;Operating;Integrated;Dry;1.24;Estimated;1974;5035717934;Argos USA Corp;https://www.argos-us.com/Our-Locations;4295865715;Grupo Argos SA;0;254900HANAO95XIAE681;Public;GRUPOARGOS;COL;;;0;;;;;0;0;0;0;0;0;0;0;0;0;-80.4524;33.22629999999998;-8955920.2011;3925380.1701999977
GACTUSA0045;Martinsburg;West Virginia;United States of America;USA;840;Americas;Northern America;Exact;Operating;Integrated;Dry;1.46;Estimated;1800;5035717934;Argos USA Corp;https://www.argos-us.com/Our-Locations;4295865715;Grupo Argos SA;0;254900HANAO95XIAE681;Public;GRUPOARGOS;COL;;;0;;;;;0;0;0;0;0;0;0;0;0;0;-77.97800000000001;39.4349;-8680471.2531;4784160.110799998
GACTUSA0046;Atlanta;Georgia;United States of America;USA;840;Americas;Northern America;Exact;Operating;Grinding;;0;;0;5035717934;Argos USA Corp;https://www.argos-us.com/Our-Locations;4295865715;Grupo Argos SA;0;254900HANAO95XIAE681;Public;GRUPOARGOS;COL;;;0;;;;;0;0;0;0;0;0;0;0;0;0;-84.4695;33.82379999999999;-9403101.7276;4005167.1383000016
GACTUSA0047;Palmetto;Florida;United States of America;USA;840;Americas;Northern America;Exact;Operating;Grinding;;0;;0;5035717934;Argos USA Corp;https://www.argos-us.com/Our-Locations;4295865715;Grupo Argos SA;0;254900HANAO95XIAE681;Public;GRUPOARGOS;COL;;;0;;;;;0;0;0;0;0;0;0;0;0;0;-82.5603;27.637099999999986;-9190570.5557;3203296.9679000005
GACTUSA0048;Tampa;Florida;United States of America;USA;840;Americas;Northern America;Exact;Operating;Grinding;;0;;0;5035717934;Argos USA Corp;https://www.argos-us.com/Our-Locations;4295865715;Grupo Argos SA;0;254900HANAO95XIAE681;Public;GRUPOARGOS;COL;;;0;;;;;0;0;0;0;0;0;0;0;0;0;-82.44219999999999;27.9358;-9177423.7239;3240882.0469999984
GACTUSA0049;Three Forks;Montana;United States of America;USA;840;Americas;Northern America;Exact;Operating;Integrated;;0;;1910;4295884325;Grupo Cementos de Chihuahua SAB de CV;https://www.gcc.com/presencia-geografica/?lang=en;4295884325;Grupo Cementos de Chihuahua SAB de CV;0;254900WY9XL8033CKX68;Public;GCC*;MEX;;;0;;;;;0;0;0;0;0;0;0;0;0;0;-111.4748;45.94659999999998;-12409317.9723;5771795.958400004
GACTUSA0050;Odessa;Texas;United States of America;USA;840;Americas;Northern America;Exact;Operating;Integrated;Dry;1.55;Estimated;1965;4295884325;Grupo Cementos de Chihuahua SAB de CV;https://www.gcc.com/presencia-geografica/?lang=en;4295884325;Grupo Cementos de Chihuahua SAB de CV;0;254900WY9XL8033CKX68;Public;GCC*;MEX;;;0;;;;;0;0;0;0;0;0;0;0;0;0;-102.54659999999998;31.74679999999999;-11415435.2946;3730119.8901000023
GACTUSA0051;Rapid City;South Dakota;United States of America;USA;840;Americas;Northern America;Exact;Operating;Integrated;Dry;0;;1924;4295884325;Grupo Cementos de Chihuahua SAB de CV;https://www.gcc.com/presencia-geografica/?lang=en;4295884325;Grupo Cementos de Chihuahua SAB de CV;0;254900WY9XL8033CKX68;Public;GCC*;MEX;;;0;;;;;0;0;0;0;0;0;0;0;0;0;-103.27099999999999;44.08939999999999;-11496075.1337;5479287.478399999
GACTUSA0052;Pueblo;Colorado;United States of America;USA;840;Americas;Northern America;Exact;Operating;Integrated;Dry;1.5;Estimated;2008;4295884325;Grupo Cementos de Chihuahua SAB de CV;https://www.gcc.com/presencia-geografica/?lang=en;4295884325;Grupo Cementos de Chihuahua SAB de CV;0;254900WY9XL8033CKX68;Public;GCC*;MEX;;;0;;;;;0;0;0;0;0;0;0;0;0;0;-104.6061;38.12889999999999;-11644697.7859;4597651.097000003
GACTUSA0053;Tijeras;New Mexico;United States of America;USA;840;Americas;Northern America;Exact;Operating;Integrated;Dry;0;;1959;4295884325;Grupo Cementos de Chihuahua SAB de CV;https://www.gcc.com/presencia-geografica/?lang=en;4295884325;Grupo Cementos de Chihuahua SAB de CV;0;254900WY9XL8033CKX68;Public;GCC*;MEX;;;0;;;;;0;0;0;0;0;0;0;0;0;0;-106.39199999999998;35.0714;-11843503.2645;4173588.3571000025
GACTUSA0054;Logansport;Indiana;United States of America;USA;840;Americas;Northern America;Exact;Operating;Integrated;;0;;1896;5037041138;Lehigh Hanson Inc;https://www.lehighhanson.com/home/locations;4295868961;HeidelbergCement AG;0;LZ2C6E0W5W7LQMX5ZI37;Public;HEI;GER;;;0;;;;;0;0;0;0;0;0;0;0;0;0;-86.43339999999999;40.73469999999998;-9621722.0755;4973288.379199997
GACTUSA0055;Sellersburg;Indiana;United States of America;USA;840;Americas;Northern America;Exact;Operating;Integrated;Dry;0;;1870;5037041138;Lehigh Hanson Inc;https://www.lehighhanson.com/home/locations;4295868961;HeidelbergCement AG;0;LZ2C6E0W5W7LQMX5ZI37;Public;HEI;GER;;;0;;;;;0;0;0;0;0;0;0;0;0;0;-85.7498;38.4165;-9545624.0716;4638431.531999998
GACTUSA0056;MONTE VISTA;California;United States of America;USA;840;Americas;Northern America;Exact;Operating;Integrated;Dry;0.97;Estimated;1939;5037041138;Lehigh Hanson Inc;https://www.lehighhanson.com/home/locations;4295868961;HeidelbergCement AG;0;LZ2C6E0W5W7LQMX5ZI37;Public;HEI;GER;;;0;;;;;0;0;0;0;0;0;0;0;0;0;-122.09169999999996;37.31759999999999;-13591185.8741;4483469.075800002
GACTUSA0057;Fleetwood;Pennsylvania;United States of America;USA;840;Americas;Northern America;Exact;Operating;Integrated;;0;;1910;5037041138;Lehigh Hanson Inc;https://www.lehighhanson.com/home/locations;4295868961;HeidelbergCement AG;0;LZ2C6E0W5W7LQMX5ZI37;Public;HEI;GER;;;0;;;;;0;0;0;0;0;0;0;0;0;0;-75.8943;40.473;-8448514.8301;4934917.310800001
GACTUSA0058;Glens Falls;New York;United States of America;USA;840;Americas;Northern America;Exact;Operating;Integrated;Dry;0;;1893;5037041138;Lehigh Hanson Inc;https://www.lehighhanson.com/home/locations;4295868961;HeidelbergCement AG;0;LZ2C6E0W5W7LQMX5ZI37;Public;HEI;GER;;;0;;;;;0;0;0;0;0;0;0;0;0;0;-73.61899999999999;43.30849999999999;-8195229.592700001;5359047.201700002
GACTUSA0059;Leeds;Alabama;United States of America;USA;840;Americas;Northern America;Exact;Operating;Integrated;Dry;0;;1906;5037041138;Lehigh Hanson Inc;https://www.lehighhanson.com/home/locations;4295868961;HeidelbergCement AG;0;LZ2C6E0W5W7LQMX5ZI37;Public;HEI;GER;;;0;;;;;0;0;0;0;0;0;0;0;0;0;-86.5438;33.540999999999976;-9634011.7473;3967334.804700002
GACTUSA0060;Mason City;Iowa;United States of America;USA;840;Americas;Northern America;Exact;Operating;Integrated;Dry;0;;1912;5037041138;Lehigh Hanson Inc;https://www.lehighhanson.com/home/locations;4295868961;HeidelbergCement AG;0;LZ2C6E0W5W7LQMX5ZI37;Public;HEI;GER;;;0;;;;;0;0;0;0;0;0;0;0;0;0;-93.2125;43.178899999999985;-10376368.0356;5339242.015799999
GACTUSA0061;Mitchell;Indiana;United States of America;USA;840;Americas;Northern America;Exact;Operating;Integrated;Dry;0;;1902;5037041138;Lehigh Hanson Inc;https://www.lehighhanson.com/home/locations;4295868961;HeidelbergCement AG;0;LZ2C6E0W5W7LQMX5ZI37;Public;HEI;GER;;;0;;;;;0;0;0;0;0;0;0;0;0;0;-86.4569;38.73890000000001;-9624338.0836;4684339.947700001
