scenario,time,node,availabilityCarrier
a,1,FRI3,77540.0
a,1,FRJ1,67230.0
a,1,FRJ2,145360.0
a,1,FRK1,66990.0
a,1,UKE4,17350.0
a,1,EL43,54180.0
a,1,FRMO,5120.0
a,1,FRY1,0.0
a,1,FRY2,0.0
a,1,FRY3,0.0
a,1,FRY4,0.0
a,1,FRY5,0.0
a,1,HRO3,30270.0
a,1,ITF4,91180.0
a,1,HU11,3010.0
a,1,HU12,10960.0
a,1,SK01,3610.0
a,1,HU22,34180.0
a,1,HU23,52260.0
a,1,AT12,42840.0
a,1,HU32,31350.0
a,1,HU33,52910.0
a,1,IE04,154960.0
a,1,IE05,173810.0
a,1,EE00,74810.0
a,1,ISOO,3670.0
a,1,DE60,3980.0
a,1,ITC2,5240.0
a,1,ITC3,2530.0
a,1,EL51,37360.0
a,1,ITH3,32700.000000000004
a,1,ITF2,9570.0
a,1,NL41,32480.0
a,1,FRK2,76930.0
a,1,IT13,16640.0
a,1,ITF6,26680.0
a,1,ES52,57030.0
a,1,DE93,31090.0
a,1,ITH1,7240.0
a,1,ITH2,5000.0
a,1,EL30,13100.0
a,1,ITH4,10550.0
a,1,DK02,28910.0
a,1,ITI1,29320.0
a,1,DED2,14930.0
a,1,ES62,25420.0
a,1,IT14,29070.0
a,1,LIOO,100.0
a,1,LT01,79870.0
a,1,ES51,63530.0
a,1,LUOO,2100.0
a,1,LVOO,213210.0
a,1,ME00,2790.0
a,1,MKOO,16020.0
a,1,MTOO,960.0
a,1,BG34,34060.0
a,1,NL12,13800.0
a,1,NL13,9560.0
a,1,NL21,18040.0
a,1,NL22,28350.0
a,1,NL23,7530.0
a,1,NL31,16190.000000000002
a,1,NL32,44800.0
a,1,CZ02,16129.999999999998
a,1,PT16,17110.0
a,1,CZ08,6490.0
a,1,EL65,61880.0
a,1,NO01,2280.0
a,1,NOO2,9980.0
a,1,NO03,18390.0
a,1,NO04,24030.0
a,1,NO05,36960.0
a,1,NO06,6850.0
a,1,NO07,15970.0
a,1,ITC1,31120.0
a,1,PL22,19670.0
a,1,PL41,66160.0
a,1,SE32,108240.0
a,1,PL43,18130.0
a,1,FRE1,35740.0
a,1,SE11,28480.0
a,1,PL92,46110.0
a,1,PL62,59760.0
a,1,PL63,39110.0
a,1,PL71,39900.0
a,1,PL72,15050.0
a,1,SE22,39910.0
a,1,HU31,14340.0
a,1,PL84,39400.0
a,1,PL91,22350.0
a,1,ES24,270460.0
a,1,PT11,30300.0
a,1,PT15,4290.0
a,1,PL51,38610.0
a,1,PT17,7060.0
a,1,DE13,14650.0
a,1,PT20,0.0
a,1,PT30,0.0
a,1,RO11,44930.0
a,1,F119,45710.0
a,1,UKD3,19860.0
a,1,RO22,140350.0
a,1,FRI1,69250.0
a,1,RO32,8020.0
a,1,RO41,66290.0
a,1,R042,51950.0
a,1,RS11,4860.0
a,1,RS12,55050.0
a,1,RS21,12480.0
a,1,RS22,16180.0
a,1,DED5,9290.0
a,1,SE12,56980.0
a,1,SE21,39710.0
a,1,UKC2,25420.0
a,1,UKL1,66750.0
a,1,SE31,33410.0
a,1,ITF5,35060.0
a,1,SE33,194350.0
a,1,ITI2,13630.0
a,1,SI04,3200.0
a,1,PL82,21170.0
a,1,FRC1,92210.0
a,1,SK03,11230.0
a,1,SK04,10920.0
a,1,DEGO,25770.0
a,1,UKC1,21320.0
a,1,DE50,2280.0
a,1,UKD4,13900.0
a,1,UKH3,18700.0
a,1,UKD6,10070.0
a,1,UKD7,13500.0
a,1,UKE1,18370.0
a,1,UKE2,21160.0
a,1,UKE3,11420.0
a,1,UKM8,34000.0
a,1,UKF1,21790.0
a,1,UKF2,23650.0
a,1,SI03,8340.0
a,1,UKG1,21540.0
a,1,UKG2,23780.0
a,1,UKG3,21200.0
a,1,UKH1,58410.0
a,1,UKH2,17180.0
a,1,DEA4,14320.0
a,1,UK13,7740.0
a,1,UKI4,15300.0
a,1,UKIS,12950.0
a,1,UKI6,9080.0
a,1,UKIZ,14470.0
a,1,UKJ1,26750.0
a,1,UKJ2,27160.0
a,1,UKJ3,20970.0
a,1,UKJ4,18610.0
a,1,UKK1,29440.0
a,1,DEB1,9540.0
a,1,UKK3,10900.0
a,1,UKK4,26920.0
a,1,DK01,37830.0
a,1,ITF3,23300.0
a,1,UKM5,34600.0
a,1,UKM6,182110.0
a,1,ITF1,10320.0
a,1,IE06,19340.0
a,1,UKM9,37320.0
a,1,UKNO,59440.0
